datetime,unique_id,temp,humidity,decibels,latitude,longitude,last_fix,status
2025-10-20 08:00:00,device_0,27.66,53.44,41.11616516880055,4.3850505,100.975471,0.0,OK
2025-10-20 08:00:00,device_1,28.75,39.67,37.350399660750114,4.3857771,100.9750115,0.0,OK
2025-10-20 08:00:05,device_0,27.6,51.34,36.303668649011584,4.3849643,100.9754428,0.0,OK
2025-10-20 08:00:05,device_1,28.75,40.4,40.02637471024667,4.3857567,100.9749618,0.0,OK
2025-10-20 08:00:10,device_0,27.57,52.23,37.186624793170374,4.3848573,100.9754114,0.0,OK
2025-10-20 08:00:10,device_1,28.7,42.05,41.01493918438568,4.3857642,100.9749873,0.0,OK
2025-10-20 08:00:15,device_0,27.66,54.47,41.5769320875184,4.3847997,100.9754302,0.0,OK
2025-10-20 08:00:15,device_1,28.72,38.93,37.34960074579931,4.3857147,100.9749519,0.0,OK
2025-10-20 08:00:20,device_0,27.6,51.62,35.91379122129761,4.3847917,100.9754035,0.0,OK
2025-10-20 08:00:20,device_1,28.68,38.93,42.8797218024786,4.3857707,100.9749962,0.0,OK
2025-10-20 08:00:25,device_0,27.63,51.68,41.55739565302449,4.3848021,100.9753055,0.0,OK
2025-10-20 08:00:25,device_1,28.7,39.89,36.67753858039061,4.3858217,100.9750424,0.0,OK
2025-10-20 08:00:30,device_0,27.56,52.11,40.87455326421545,4.3848462,100.975255,0.0,OK
2025-10-20 08:00:30,device_1,28.7,39.41,40.239859453882964,4.3857782,100.9750234,0.0,OK
2025-10-20 08:00:35,device_0,27.55,52.68,37.84743335334816,4.3848634,100.9751669,0.0,OK
2025-10-20 08:00:35,device_1,28.76,40.3,38.29762925169513,4.3858085,100.9750078,0.0,OK
2025-10-20 08:00:40,device_0,27.65,51.52,42.328491178852154,4.3849078,100.9752116,0.0,OK
2025-10-20 08:00:40,device_1,28.64,39.96,50.007564718639436,4.3858163,100.9749066,0.0,OK
2025-10-20 08:00:45,device_0,27.67,51.7,37.50609042006016,4.3849243,100.9752604,0.0,OK
2025-10-20 08:00:45,device_1,28.69,39.76,49.41782659352938,4.3858769,100.9749305,0.0,OK
2025-10-20 08:00:50,device_0,27.61,51.72,44.7188653788028,4.3848794,100.9753021,0.0,OK
2025-10-20 08:00:50,device_1,28.72,41.47,29.88159050168102,4.3859054,100.9748636,0.0,OK
2025-10-20 08:00:55,device_0,27.65,50.87,39.69678501988726,4.3848975,100.975379,0.0,OK
2025-10-20 08:00:55,device_1,28.66,40.85,34.72704760109791,4.3859119,100.9748535,0.0,OK
2025-10-20 08:01:00,device_0,27.63,53.47,38.4054464399392,4.3848944,100.9753081,0.0,OK
2025-10-20 08:01:00,device_1,28.7,39.08,38.36655581943487,4.3858767,100.9748733,0.0,OK
2025-10-20 08:01:05,device_0,27.69,52.81,40.0760013242486,4.3849683,100.9752822,0.0,OK
2025-10-20 08:01:05,device_1,28.7,41.53,40.6548947745906,4.3858981,100.9748274,0.0,OK
2025-10-20 08:01:10,device_0,27.6,51.41,42.00579332609922,4.3850262,100.975295,0.0,OK
2025-10-20 08:01:10,device_1,28.83,41.1,36.839594053803154,4.385992,100.9747994,0.0,OK
2025-10-20 08:01:15,device_0,27.65,53.28,40.70221317581933,4.3849911,100.9752786,0.0,OK
